FM: initial setting 0
(2.8024, 2.77294, 2.80395, 2.82602, 2.8216, 2.88779, 2.80625, 2.75667, 2.83766, 2.84393, 2.78681, 2.8219, 2.78649, 2.86809, 2.75112, 2.76036, 2.83097, 2.81784, 2.78299, 2.82811, 2.78754, 2.77036, 2.78799, 2.82856, 2.79806, 2.12836, 2.16464, 2.03059, 2.04636, 2.14873, 2.10454, 2.09171, 2.08057, 2.19106, 2.11906, 2.13808, 2.04829, 2.12045, 2.21186, 2.11521, 2.09899, 2.17023, 1.99914, 2.16308, 2.0957, 2.10857, 2.11615, 2.09691, 2.11951, 2.07731, 2.10825, 2.14574, 2.1095, 2.07061, 2.0913, 2.0912, 2.11272, 2.10892, 2.14336, 2.088, 2.16668, 2.11201, 2.12355, 2.12812, 2.11218, 2.09872, 2.09241, 2.12311, 2.07285, 2.11954, 2.07165, 2.10278, 2.10592, 2.11633, 2.10924, 2.80585, 2.79806, 2.78276, 2.75138, 2.77398, 2.77075, 2.80272, 2.82658, 2.79442, 2.76206, 2.7542, 2.78817, 2.81422, 2.76638, 2.75249, 2.77694, 2.80752, 2.7636, 2.78287, 2.80875, 2.78361, 2.83242, 2.77363, 2.77356, 2.78198)
(2.79783, 2.76833, 2.79936, 2.82141, 2.81699, 2.88303, 2.8016, 2.75231, 2.83309, 2.83929, 2.78243, 2.81728, 2.78198, 2.86338, 2.74664, 2.75591, 2.82629, 2.81331, 2.77849, 2.82345, 2.78306, 2.76599, 2.78343, 2.82388, 2.79355, 2.12862, 2.16481, 2.03108, 2.04684, 2.149, 2.10488, 2.09196, 2.08097, 2.19124, 2.11942, 2.13824, 2.04879, 2.12077, 2.21192, 2.1153, 2.09916, 2.17041, 1.99961, 2.16324, 2.09603, 2.1089, 2.11648, 2.09727, 2.11977, 2.07774, 2.1087, 2.1461, 2.10975, 2.07083, 2.09169, 2.09169, 2.11288, 2.10924, 2.14347, 2.08824, 2.16694, 2.11239, 2.12371, 2.12837, 2.11241, 2.09896, 2.09267, 2.12341, 2.07331, 2.11987, 2.07189, 2.10316, 2.10623, 2.11658, 2.10945, 2.8011, 2.79346, 2.77827, 2.74673, 2.76937, 2.76638, 2.79822, 2.82202, 2.78966, 2.75758, 2.74992, 2.78364, 2.80947, 2.76165, 2.74798, 2.77241, 2.80269, 2.75894, 2.77842, 2.80417, 2.77885, 2.82785, 2.76898, 2.76898, 2.77721)
(2.84885, 2.81929, 2.85035, 2.87239, 2.86795, 2.93377, 2.85251, 2.80366, 2.8841, 2.8902, 2.83374, 2.86823, 2.83307, 2.91418, 2.79779, 2.80712, 2.87715, 2.8644, 2.82962, 2.87434, 2.83422, 2.81732, 2.83446, 2.87474, 2.84467, 2.18704, 2.22308, 2.08985, 2.10559, 2.20742, 2.16342, 2.15034, 2.13961, 2.24955, 2.17799, 2.1965, 2.10757, 2.17928, 2.27005, 2.17346, 2.15745, 2.22872, 2.05834, 2.22152, 2.15456, 2.16742, 2.17501, 2.15585, 2.1782, 2.13642, 2.16741, 2.20467, 2.16815, 2.12918, 2.15031, 2.15046, 2.17116, 2.16776, 2.20167, 2.14664, 2.22535, 2.17097, 2.18197, 2.18677, 2.17079, 2.15735, 2.15109, 2.18189, 2.13205, 2.1784, 2.13027, 2.16177, 2.16474, 2.17497, 2.1678, 2.85183, 2.84444, 2.82941, 2.79763, 2.82033, 2.81771, 2.84934, 2.87306, 2.84039, 2.80874, 2.8014, 2.83474, 2.8602, 2.81243, 2.79909, 2.82349, 2.85332, 2.80983, 2.82961, 2.85517, 2.82958, 2.87888, 2.81988, 2.81998, 2.82792)
(2.81233, 2.78245, 2.81366, 2.83562, 2.83108, 2.89565, 2.81538, 2.76902, 2.84756, 2.85306, 2.79889, 2.8313, 2.79701, 2.87645, 2.76202, 2.7717, 2.83969, 2.82827, 2.79374, 2.83709, 2.79851, 2.78259, 2.79801, 2.83731, 2.80872, 2.19246, 2.22769, 2.09726, 2.11291, 2.2129, 2.16954, 2.1556, 2.14627, 2.25432, 2.1843, 2.20106, 2.11504, 2.18525, 2.2738, 2.17744, 2.16213, 2.2335, 2.06558, 2.22613, 2.16064, 2.17342, 2.18106, 2.16221, 2.18366, 2.14333, 2.17446, 2.21094, 2.17349, 2.13424, 2.15685, 2.15787, 2.17579, 2.17376, 2.20585, 2.15194, 2.23075, 2.17737, 2.18653, 2.19211, 2.17595, 2.16258, 2.15651, 2.18768, 2.13927, 2.18448, 2.1355, 2.16826, 2.17067, 2.18026, 2.17284, 2.81372, 2.80772, 2.79359, 2.76043, 2.7835, 2.78299, 2.81342, 2.83663, 2.80222, 2.77302, 2.76747, 2.79866, 2.82209, 2.77454, 2.76309, 2.78731, 2.81458, 2.77257, 2.79412, 2.81858, 2.79141, 2.84244, 2.78271, 2.78337, 2.78965)
(2.83004, 2.80063, 2.83161, 2.85369, 2.84929, 2.91566, 2.83397, 2.78403, 2.86531, 2.87166, 2.81421, 2.8496, 2.81407, 2.8959, 2.77865, 2.78784, 2.85875, 2.84542, 2.81053, 2.85585, 2.81506, 2.79774, 2.81562, 2.85633, 2.82562, 2.14988, 2.18628, 2.05183, 2.06761, 2.17024, 2.12596, 2.11326, 2.10191, 2.21268, 2.14045, 2.15973, 2.06951, 2.14189, 2.23362, 2.13694, 2.12062, 2.19184, 2.0204, 2.18472, 2.11712, 2.13001, 2.13758, 2.11829, 2.14102, 2.09861, 2.12954, 2.16714, 2.13103, 2.09218, 2.11266, 2.11244, 2.13435, 2.13035, 2.16506, 2.10953, 2.18821, 2.13339, 2.1452, 2.14966, 2.13374, 2.12027, 2.11393, 2.14457, 2.0941, 2.14096, 2.0932, 2.12414, 2.12736, 2.13787, 2.13082, 2.83372, 2.82573, 2.81029, 2.77912, 2.80166, 2.79812, 2.83027, 2.85421, 2.82229, 2.78958, 2.78146, 2.81574, 2.84209, 2.79422, 2.78005, 2.80453, 2.83548, 2.79135, 2.81036, 2.8364, 2.81148, 2.86004, 2.80136, 2.80121, 2.80987)
(2.83734, 2.80755, 2.83872, 2.8607, 2.85619, 2.92111, 2.84056, 2.7935, 2.87258, 2.87825, 2.82343, 2.85643, 2.82189, 2.90181, 2.78682, 2.7964, 2.86497, 2.85317, 2.81857, 2.86231, 2.82329, 2.80709, 2.823, 2.86258, 2.83357, 2.20556, 2.24103, 2.10979, 2.12547, 2.22598, 2.18245, 2.16875, 2.15902, 2.26761, 2.19715, 2.21441, 2.12756, 2.1982, 2.28738, 2.19095, 2.17544, 2.24678, 2.07817, 2.23946, 2.17356, 2.18635, 2.19398, 2.17504, 2.19675, 2.15601, 2.1871, 2.2238, 2.18662, 2.14745, 2.16964, 2.1704, 2.18912, 2.1867, 2.21931, 2.16508, 2.24386, 2.1902, 2.19988, 2.20524, 2.18913, 2.17573, 2.16961, 2.20068, 2.15186, 2.19739, 2.14866, 2.18106, 2.18363, 2.1934, 2.18605, 2.83919, 2.83279, 2.8184, 2.78564, 2.8086, 2.80749, 2.83826, 2.86162, 2.8277, 2.7978, 2.79175, 2.82354, 2.84756, 2.79994, 2.78795, 2.81222, 2.84022, 2.79779, 2.81884, 2.84361, 2.81689, 2.86743, 2.80791, 2.80841, 2.81516)
(2.84827, 2.81882, 2.84982, 2.87189, 2.86747, 2.93367, 2.85212, 2.80253, 2.88353, 2.88981, 2.83267, 2.86777, 2.83236, 2.91397, 2.79699, 2.80622, 2.87685, 2.86371, 2.82885, 2.87398, 2.83341, 2.81622, 2.83386, 2.87443, 2.84393, 2.17398, 2.21027, 2.0762, 2.09197, 2.19435, 2.15016, 2.13733, 2.12618, 2.23668, 2.16467, 2.1837, 2.0939, 2.16606, 2.25749, 2.16084, 2.14461, 2.21585, 2.04475, 2.2087, 2.14131, 2.15419, 2.16176, 2.14252, 2.16513, 2.12292, 2.15386, 2.19136, 2.15511, 2.11623, 2.13692, 2.13681, 2.15834, 2.15453, 2.18898, 2.13362, 2.2123, 2.15763, 2.16917, 2.17374, 2.1578, 2.14434, 2.13803, 2.16872, 2.11845, 2.16515, 2.11727, 2.14839, 2.15153, 2.16195, 2.15486, 2.85173, 2.84393, 2.82862, 2.79726, 2.81985, 2.81661, 2.84859, 2.87245, 2.8403, 2.80792, 2.80005, 2.83403, 2.8601, 2.81226, 2.79836, 2.82281, 2.85341, 2.80948, 2.82873, 2.85462, 2.82949, 2.87829, 2.8195, 2.81943, 2.82786)
(2.83852, 2.80868, 2.83987, 2.86184, 2.85731, 2.92204, 2.84164, 2.79497, 2.87375, 2.87933, 2.82487, 2.85755, 2.82314, 2.9028, 2.78811, 2.79775, 2.866, 2.85441, 2.81985, 2.86338, 2.8246, 2.80855, 2.82419, 2.86361, 2.83484, 2.21336, 2.24869, 2.1179, 2.13356, 2.23379, 2.19035, 2.17652, 2.16701, 2.2753, 2.20508, 2.22207, 2.13567, 2.20608, 2.29491, 2.19852, 2.18312, 2.25448, 2.08625, 2.24713, 2.18145, 2.19424, 2.20187, 2.18298, 2.20455, 2.16404, 2.19515, 2.23173, 2.1944, 2.15518, 2.17761, 2.17851, 2.19679, 2.19458, 2.22691, 2.17285, 2.25165, 2.19814, 2.20753, 2.21302, 2.19688, 2.1835, 2.17741, 2.20853, 2.15994, 2.20529, 2.15642, 2.18902, 2.1915, 2.20118, 2.19378, 2.84011, 2.83393, 2.81969, 2.78671, 2.80973, 2.80895, 2.83953, 2.86281, 2.82862, 2.79911, 2.79333, 2.82479, 2.84848, 2.80091, 2.78921, 2.81345, 2.84105, 2.79886, 2.82018, 2.84478, 2.81781, 2.86862, 2.80898, 2.80957, 2.81606)
(2.84074, 2.81111, 2.8422, 2.86422, 2.85976, 2.92531, 2.84427, 2.79595, 2.87599, 2.88196, 2.82599, 2.86003, 2.82506, 2.90581, 2.78984, 2.79925, 2.86883, 2.85637, 2.82165, 2.86608, 2.82629, 2.8096, 2.82636, 2.86643, 2.83668, 2.1879, 2.22378, 2.09114, 2.10686, 2.2083, 2.16444, 2.15118, 2.14074, 2.25028, 2.17905, 2.19719, 2.10887, 2.18027, 2.27056, 2.17402, 2.15816, 2.22945, 2.0596, 2.22221, 2.15557, 2.16841, 2.17601, 2.15692, 2.17907, 2.13761, 2.16862, 2.20572, 2.169, 2.12997, 2.15142, 2.15175, 2.17186, 2.16875, 2.20227, 2.14748, 2.22622, 2.17205, 2.18266, 2.18762, 2.1716, 2.15817, 2.15195, 2.18284, 2.1333, 2.17941, 2.1311, 2.16286, 2.16572, 2.17581, 2.16859, 2.84338, 2.83629, 2.82145, 2.78938, 2.81215, 2.80999, 2.84136, 2.86497, 2.83192, 2.8008, 2.79384, 2.82672, 2.85175, 2.80403, 2.79109, 2.81545, 2.84474, 2.80156, 2.82172, 2.84705, 2.82111, 2.87079, 2.81163, 2.81185, 2.81943)
(2.80052, 2.77086, 2.80197, 2.82398, 2.8195, 2.8849, 2.80398, 2.75597, 2.83577, 2.84166, 2.78598, 2.81977, 2.7849, 2.86545, 2.74972, 2.75917, 2.8285, 2.81621, 2.78151, 2.82577, 2.78617, 2.7696, 2.78616, 2.82611, 2.79654, 2.15287, 2.18864, 2.05635, 2.07206, 2.17327, 2.12949, 2.11612, 2.10586, 2.21516, 2.14412, 2.16204, 2.07409, 2.1453, 2.23532, 2.13881, 2.12303, 2.19433, 2.02479, 2.18708, 2.12062, 2.13344, 2.14105, 2.122, 2.14404, 2.10275, 2.13379, 2.17079, 2.13396, 2.09489, 2.11652, 2.11696, 2.13673, 2.13379, 2.16709, 2.11243, 2.19118, 2.13714, 2.14751, 2.15258, 2.13653, 2.12311, 2.11692, 2.14785, 2.09849, 2.14446, 2.09604, 2.12796, 2.13074, 2.14076, 2.1335, 2.80297, 2.79605, 2.78132, 2.74908, 2.7719, 2.76999, 2.80122, 2.82476, 2.79151, 2.76068, 2.75395, 2.78656, 2.81134, 2.76364, 2.75094, 2.77527, 2.80425, 2.76126, 2.78163, 2.80682, 2.7807, 2.83058, 2.77134, 2.77163, 2.779)
(2.85635, 2.82676, 2.85783, 2.87986, 2.87541, 2.94109, 2.85995, 2.81138, 2.8916, 2.89763, 2.84143, 2.87569, 2.84063, 2.92155, 2.80537, 2.81475, 2.88455, 2.87195, 2.83719, 2.88177, 2.84182, 2.82503, 2.84197, 2.88214, 2.85224, 2.19918, 2.23514, 2.10221, 2.11795, 2.21957, 2.17564, 2.16247, 2.15189, 2.26162, 2.19024, 2.20855, 2.11994, 2.19149, 2.28201, 2.18545, 2.16951, 2.24079, 2.07069, 2.23357, 2.16678, 2.17963, 2.18722, 2.1681, 2.19035, 2.14873, 2.17973, 2.21691, 2.18029, 2.14129, 2.16258, 2.16282, 2.18322, 2.17997, 2.21368, 2.15877, 2.2375, 2.18323, 2.19402, 2.19891, 2.1829, 2.16947, 2.16323, 2.19407, 2.14439, 2.19062, 2.1424, 2.17403, 2.17694, 2.1871, 2.1799, 2.85916, 2.85193, 2.83699, 2.80506, 2.8278, 2.82542, 2.85691, 2.88057, 2.84771, 2.81633, 2.80919, 2.84229, 2.86753, 2.81978, 2.80665, 2.83103, 2.86058, 2.81725, 2.83723, 2.86267, 2.8369, 2.8864, 2.82731, 2.82748, 2.83523)
(2.78874, 2.75903, 2.79016, 2.81216, 2.80767, 2.87292, 2.79212, 2.74442, 2.82398, 2.8298, 2.7744, 2.80793, 2.77317, 2.85351, 2.73802, 2.74752, 2.8166, 2.80447, 2.7698, 2.81389, 2.77448, 2.75804, 2.77438, 2.81421, 2.78482, 2.14634, 2.18201, 2.05007, 2.06577, 2.16675, 2.12305, 2.10957, 2.09948, 2.20855, 2.1377, 2.1554, 2.06782, 2.13884, 2.22858, 2.13209, 2.11641, 2.18772, 2.01848, 2.18044, 2.11417, 2.12699, 2.1346, 2.11559, 2.13752, 2.09641, 2.12746, 2.16436, 2.12741, 2.08832, 2.11013, 2.11068, 2.1301, 2.12733, 2.1604, 2.10588, 2.18464, 2.13073, 2.14087, 2.14604, 2.12997, 2.11656, 2.11039, 2.14136, 2.09218, 2.13801, 2.08948, 2.12156, 2.12427, 2.13421, 2.12692, 2.79099, 2.78424, 2.76962, 2.73721, 2.76007, 2.75843, 2.78951, 2.81299, 2.77951, 2.749, 2.74249, 2.77483, 2.79936, 2.75169, 2.73922, 2.76353, 2.79218, 2.74938, 2.76998, 2.79503, 2.7687, 2.81881, 2.75947, 2.75983, 2.767)
(2.82541, 2.79587, 2.82692, 2.84896, 2.84452, 2.9104, 2.8291, 2.78014, 2.86066, 2.86679, 2.81023, 2.84481, 2.80961, 2.8908, 2.77431, 2.78363, 2.85375, 2.84094, 2.80615, 2.85094, 2.81075, 2.7938, 2.81102, 2.85134, 2.82121, 2.16169, 2.19777, 2.06441, 2.08016, 2.18207, 2.13804, 2.125, 2.1142, 2.22423, 2.1526, 2.17119, 2.08212, 2.15391, 2.24477, 2.14818, 2.13213, 2.2034, 2.03291, 2.19621, 2.12919, 2.14204, 2.14963, 2.13046, 2.15285, 2.111, 2.14198, 2.17928, 2.1428, 2.10385, 2.12491, 2.12502, 2.14585, 2.14239, 2.17638, 2.12129, 2.20001, 2.14558, 2.15666, 2.16143, 2.14545, 2.13201, 2.12574, 2.15652, 2.10662, 2.15303, 2.10493, 2.13637, 2.13937, 2.14963, 2.14247, 2.82846, 2.82101, 2.80594, 2.77422, 2.79691, 2.79419, 2.82587, 2.84961, 2.81702, 2.78526, 2.77784, 2.81128, 2.83684, 2.78905, 2.77563, 2.80003, 2.82998, 2.78643, 2.80613, 2.83174, 2.80621, 2.85544, 2.79647, 2.79655, 2.80456)
(2.79701, 2.76714, 2.79835, 2.82031, 2.81577, 2.8804, 2.80008, 2.75362, 2.83224, 2.83776, 2.78349, 2.816, 2.78167, 2.86119, 2.74666, 2.75633, 2.82441, 2.81293, 2.77839, 2.82181, 2.78315, 2.76719, 2.78269, 2.82203, 2.79337, 2.17528, 2.21055, 2.07999, 2.09564, 2.19572, 2.15233, 2.13843, 2.12903, 2.23717, 2.16708, 2.18392, 2.09777, 2.16805, 2.2567, 2.16032, 2.14498, 2.21635, 2.04832, 2.20898, 2.14343, 2.15621, 2.16385, 2.14498, 2.16648, 2.12609, 2.15721, 2.19372, 2.15632, 2.11708, 2.13962, 2.1406, 2.15865, 2.15655, 2.18873, 2.13476, 2.21357, 2.16015, 2.16939, 2.17493, 2.15878, 2.14541, 2.13933, 2.17048, 2.12201, 2.16727, 2.11833, 2.15103, 2.15346, 2.16309, 2.15567, 2.79847, 2.79241, 2.77824, 2.74514, 2.76819, 2.76759, 2.79807, 2.82131, 2.78698, 2.75766, 2.75204, 2.78332, 2.80685, 2.75928, 2.74775, 2.77197, 2.79936, 2.75729, 2.77875, 2.80326, 2.77617, 2.82711, 2.76742, 2.76806, 2.77441)
(2.8099, 2.78046, 2.81146, 2.83353, 2.82912, 2.89539, 2.81378, 2.76404, 2.84516, 2.85147, 2.7942, 2.82942, 2.79396, 2.87566, 2.75857, 2.76778, 2.83853, 2.82531, 2.79044, 2.83565, 2.79499, 2.77774, 2.79548, 2.83611, 2.80552, 2.13315, 2.16949, 2.03526, 2.05103, 2.15352, 2.10929, 2.09652, 2.08528, 2.19589, 2.12379, 2.14293, 2.05295, 2.1252, 2.21676, 2.12009, 2.10383, 2.17506, 2.00382, 2.16792, 2.10045, 2.11333, 2.1209, 2.10164, 2.1243, 2.082, 2.11294, 2.15048, 2.11429, 2.07543, 2.09602, 2.09587, 2.11756, 2.11367, 2.14823, 2.0928, 2.17148, 2.11674, 2.1284, 2.13292, 2.11699, 2.10353, 2.0972, 2.12787, 2.07752, 2.12429, 2.07646, 2.1075, 2.11068, 2.12113, 2.11406, 2.81345, 2.80557, 2.79021, 2.75892, 2.78149, 2.77812, 2.81018, 2.83407, 2.80202, 2.7695, 2.76152, 2.79563, 2.82182, 2.77396, 2.75995, 2.78441, 2.81516, 2.77114, 2.7903, 2.81625, 2.79121, 2.83991, 2.78116, 2.78106, 2.78959)
(2.8166, 2.78718, 2.81817, 2.84024, 2.83584, 2.90219, 2.82052, 2.77063, 2.85186, 2.85821, 2.8008, 2.83615, 2.80063, 2.88244, 2.76522, 2.77441, 2.84529, 2.83199, 2.7971, 2.8424, 2.80164, 2.78433, 2.80218, 2.84287, 2.81219, 2.13723, 2.17362, 2.03921, 2.05499, 2.15759, 2.11332, 2.1006, 2.08928, 2.20001, 2.12782, 2.14706, 2.0569, 2.12925, 2.22094, 2.12426, 2.10795, 2.17918, 2.00778, 2.17205, 2.10448, 2.11737, 2.12494, 2.10566, 2.12837, 2.08599, 2.11692, 2.15451, 2.11837, 2.07953, 2.10003, 2.09982, 2.12169, 2.11771, 2.15238, 2.09688, 2.17556, 2.12076, 2.13253, 2.137, 2.12109, 2.10762, 2.10128, 2.13193, 2.08149, 2.12832, 2.08055, 2.11151, 2.11472, 2.12522, 2.11816, 2.82025, 2.81228, 2.79686, 2.76567, 2.78821, 2.78471, 2.81684, 2.84077, 2.80882, 2.77615, 2.76806, 2.80231, 2.82862, 2.78075, 2.76662, 2.79109, 2.822, 2.77789, 2.79694, 2.82295, 2.79801, 2.8466, 2.78791, 2.78777, 2.7964)
(2.82169, 2.79243, 2.82334, 2.84546, 2.8411, 2.90804, 2.8259, 2.77484, 2.85697, 2.86359, 2.80511, 2.84143, 2.80551, 2.8881, 2.76996, 2.77899, 2.85082, 2.8369, 2.80189, 2.84783, 2.80635, 2.78858, 2.80724, 2.84839, 2.81701, 2.12259, 2.15936, 2.02364, 2.03946, 2.14293, 2.09835, 2.08604, 2.07406, 2.18568, 2.11276, 2.13283, 2.0413, 2.11435, 2.20708, 2.1103, 2.09366, 2.16484, 1.99229, 2.15779, 2.08954, 2.10246, 2.11001, 2.09058, 2.11372, 2.07064, 2.10151, 2.13947, 2.10377, 2.06506, 2.08486, 2.08425, 2.10742, 2.1028, 2.13833, 2.0823, 2.16093, 2.10566, 2.1183, 2.1224, 2.10657, 2.09307, 2.08664, 2.11712, 2.066, 2.11338, 2.066, 2.09637, 2.09984, 2.11064, 2.1037, 2.82609, 2.81747, 2.80163, 2.77108, 2.79346, 2.78896, 2.82166, 2.84582, 2.81469, 2.78087, 2.77194, 2.80719, 2.83446, 2.78648, 2.77147, 2.79603, 2.82814, 2.78333, 2.80155, 2.82808, 2.80388, 2.85166, 2.79331, 2.79291, 2.80232)
(2.44926, 2.41448, 2.44803, 2.46876, 2.46282, 2.50856, 2.4431, 2.43409, 2.4841, 2.48069, 2.46077, 2.46217, 2.44074, 2.49526, 2.41019, 2.42504, 2.46259, 2.47103, 2.44027, 2.4631, 2.44748, 2.44621, 2.436, 2.46058, 2.45414, 2.45827, 2.48123, 2.39275, 2.40706, 2.47944, 2.44579, 2.41891, 2.43058, 2.51035, 2.4633, 2.45384, 2.4115, 2.45918, 2.51456, 2.42148, 2.41674, 2.48966, 2.35849, 2.4797, 2.43616, 2.44778, 2.45617, 2.44188, 2.44999, 2.43146, 2.46465, 2.48943, 2.43807, 2.39458, 2.43943, 2.45337, 2.42964, 2.44815, 2.45299, 2.41588, 2.49611, 2.45774, 2.43927, 2.45657, 2.43784, 2.42549, 2.42232, 2.45891, 2.43203, 2.45997, 2.39835, 2.4501, 2.44399, 2.44405, 2.43274, 2.42683, 2.44154, 2.44102, 2.38719, 2.41569, 2.44679, 2.45926, 2.47494, 2.41454, 2.422, 2.44328, 2.44213, 2.43521, 2.39102, 2.4078, 2.42934, 2.41824, 2.39843, 2.44637, 2.45441, 2.40376, 2.48047, 2.40986, 2.41893, 2.40037)
(2.46376, 2.42891, 2.46249, 2.48321, 2.47725, 2.52274, 2.45747, 2.44897, 2.49859, 2.49506, 2.4756, 2.47659, 2.45533, 2.50952, 2.42485, 2.43976, 2.4769, 2.48561, 2.4549, 2.47745, 2.46214, 2.46107, 2.45051, 2.47489, 2.46876, 2.48126, 2.50406, 2.41614, 2.43043, 2.50244, 2.46893, 2.44186, 2.45383, 2.53322, 2.48647, 2.47665, 2.4349, 2.48228, 2.53722, 2.44418, 2.43959, 2.51252, 2.38185, 2.50253, 2.45928, 2.47089, 2.47929, 2.46506, 2.47299, 2.45476, 2.48797, 2.51259, 2.46105, 2.4175, 2.46265, 2.47676, 2.45247, 2.47126, 2.47573, 2.43885, 2.5191, 2.48093, 2.46208, 2.47954, 2.46078, 2.44845, 2.44531, 2.48198, 2.45539, 2.48309, 2.4213, 2.47331, 2.46708, 2.46702, 2.45565, 2.44101, 2.456, 2.45567, 2.40155, 2.43013, 2.46166, 2.47388, 2.48946, 2.42871, 2.43666, 2.45831, 2.45672, 2.44939, 2.40524, 2.42241, 2.44391, 2.43229, 2.41278, 2.46108, 2.4689, 2.41793, 2.49499, 2.42423, 2.43341, 2.41451)
(2.49493, 2.45981, 2.49352, 2.51417, 2.50814, 2.55258, 2.48814, 2.48169, 2.52974, 2.52572, 2.50815, 2.50742, 2.48687, 2.53969, 2.45664, 2.47184, 2.5073, 2.5171, 2.48661, 2.50802, 2.49398, 2.49372, 2.48174, 2.50531, 2.5004, 2.5472, 2.56932, 2.48372, 2.49794, 2.56842, 2.53544, 2.50766, 2.52079, 2.59861, 2.55313, 2.54187, 2.50254, 2.54866, 2.60177, 2.50891, 2.5049, 2.57793, 2.44928, 2.56779, 2.52575, 2.5373, 2.54574, 2.53177, 2.53896, 2.52193, 2.55525, 2.57923, 2.52692, 2.48313, 2.52951, 2.54434, 2.51775, 2.53767, 2.54064, 2.50469, 2.58501, 2.54768, 2.5273, 2.54541, 2.5265, 2.51422, 2.51125, 2.54821, 2.52281, 2.54956, 2.48707, 2.54014, 2.53343, 2.53284, 2.52126, 2.47086, 2.487, 2.48742, 2.43216, 2.46103, 2.49431, 2.50555, 2.52071, 2.45852, 2.4685, 2.49163, 2.48825, 2.47925, 2.43528, 2.45401, 2.47536, 2.46162, 2.44334, 2.4931, 2.50001, 2.44774, 2.52622, 2.45486, 2.4645, 2.44424)
(2.48147, 2.44673, 2.48026, 2.50101, 2.49507, 2.54097, 2.47539, 2.46606, 2.51631, 2.51297, 2.49277, 2.49443, 2.47289, 2.52762, 2.44231, 2.45712, 2.49492, 2.5032, 2.47241, 2.4954, 2.47959, 2.4782, 2.4682, 2.4929, 2.48628, 2.4853, 2.50837, 2.41954, 2.43386, 2.50647, 2.47274, 2.44596, 2.45747, 2.53747, 2.49022, 2.48098, 2.43828, 2.48614, 2.54181, 2.4487, 2.44387, 2.51677, 2.3853, 2.50684, 2.46311, 2.47475, 2.48313, 2.4688, 2.47702, 2.45831, 2.49148, 2.51636, 2.46512, 2.42166, 2.46633, 2.48016, 2.45677, 2.47511, 2.48018, 2.44293, 2.52315, 2.48466, 2.46641, 2.48362, 2.4649, 2.45255, 2.44935, 2.4859, 2.45884, 2.48692, 2.42541, 2.47701, 2.47096, 2.4711, 2.45982, 2.45924, 2.47378, 2.47315, 2.41948, 2.44794, 2.47878, 2.4914, 2.50714, 2.44696, 2.45411, 2.47517, 2.47429, 2.46762, 2.4234, 2.43995, 2.46151, 2.45072, 2.43073, 2.47846, 2.48663, 2.43617, 2.51268, 2.44215, 2.45115, 2.4328)
(2.44376, 2.40904, 2.44256, 2.46331, 2.45738, 2.50336, 2.43771, 2.42823, 2.4786, 2.4753, 2.45495, 2.45675, 2.43515, 2.48999, 2.40455, 2.41933, 2.45726, 2.46546, 2.43465, 2.45773, 2.44183, 2.44037, 2.43048, 2.45525, 2.44853, 2.44485, 2.46796, 2.37895, 2.39328, 2.46601, 2.43224, 2.40551, 2.41693, 2.49706, 2.44971, 2.44058, 2.39769, 2.44565, 2.50146, 2.40833, 2.40346, 2.47636, 2.34473, 2.46643, 2.42261, 2.43425, 2.44263, 2.42829, 2.43656, 2.41776, 2.45092, 2.47585, 2.42467, 2.38123, 2.4258, 2.43957, 2.41637, 2.43462, 2.4398, 2.40248, 2.4827, 2.44414, 2.42601, 2.44316, 2.42446, 2.41211, 2.4089, 2.44542, 2.41827, 2.44642, 2.38496, 2.43648, 2.43047, 2.43066, 2.41939, 2.42163, 2.43608, 2.43539, 2.38181, 2.41025, 2.44095, 2.45365, 2.46942, 2.40935, 2.41635, 2.43729, 2.43655, 2.43001, 2.38577, 2.4022, 2.42377, 2.41315, 2.39307, 2.44068, 2.44892, 2.39857, 2.47496, 2.40448, 2.41344, 2.3952)
(2.48194, 2.44687, 2.48056, 2.50122, 2.49519, 2.53979, 2.47522, 2.46848, 2.51676, 2.51281, 2.49496, 2.49449, 2.47383, 2.52685, 2.44356, 2.45872, 2.49442, 2.50407, 2.47354, 2.49512, 2.48089, 2.48052, 2.46875, 2.49243, 2.48734, 2.52909, 2.55131, 2.46538, 2.4796, 2.55031, 2.51725, 2.48958, 2.50254, 2.58059, 2.53493, 2.52388, 2.48419, 2.5305, 2.58387, 2.49099, 2.48689, 2.5599, 2.43096, 2.54979, 2.50757, 2.51913, 2.52756, 2.51355, 2.52085, 2.50364, 2.53695, 2.56103, 2.50883, 2.46508, 2.51127, 2.526, 2.49974, 2.5195, 2.52269, 2.4866, 2.56691, 2.52946, 2.5093, 2.52732, 2.50843, 2.49614, 2.49315, 2.53007, 2.50449, 2.53138, 2.46899, 2.5219, 2.51527, 2.51476, 2.50321, 2.45807, 2.47404, 2.47435, 2.41925, 2.44809, 2.48111, 2.49249, 2.50771, 2.44573, 2.45541, 2.47833, 2.47521, 2.46645, 2.42246, 2.44096, 2.46233, 2.4489, 2.43044, 2.47999, 2.48703, 2.43495, 2.51322, 2.44195, 2.45153, 2.43146)
